,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
198003,-18.06,-15.4011,-16.4994,-17.2825,-19.4502,-17.9366,-15.7288,-14.9443,-15.3063,-18.2705,-14.79,-14.6307,-12.8962,-15.0785,-16.2324,-14.1377,-11.7261,-11.0498,-9.6995,-13.9287,-10.5446,-10.7164,-8.0496,-4.6054,-9.0278
198004,4.9969,4.1932,2.4968,4.521,5.1992,5.9532,5.3319,5.5669,4.4686,6.4178,8.0814,7.6515,6.9769,6.7706,6.3176,6.1797,7.9597,7.8792,5.8974,5.5984,6.7761,5.1601,3.8294,6.2839,3.6549
198005,6.0474,5.9887,7.0825,6.5683,7.7033,8.7472,9.444,8.254,8.7222,9.4638,8.2828,7.511,7.8181,7.242,10.4837,7.7329,9.3466,7.621,8.1515,9.9813,5.9748,6.6565,6.6391,5.8597,5.6524
198006,3.9602,4.213,4.3041,4.013,4.123,2.8918,3.8818,3.3308,5.3873,5.4091,2.3629,4.0429,4.8474,4.3651,5.8973,2.3691,4.3691,4.5626,4.3637,4.0927,2.7355,2.5287,2.8346,2.7927,3.6496
198007,9.4774,10.3214,8.4571,10.376,10.6529,6.9001,8.8544,10.2228,10.2498,14.7901,6.4075,5.8695,6.3119,10.4945,14.474,8.2101,6.3631,5.3037,8.409,11.9581,9.3575,6.1351,6.6537,6.6737,12.6447
198008,8.7226,7.9196,9.2668,8.443,10.07,4.8737,4.7931,6.3021,5.1512,7.3012,4.7165,3.8166,4.4575,4.1029,5.0174,3.3888,0.8124,1.9642,3.7056,4.1946,1.7748,2.7262,0.471,2.5657,1.7505
198009,5.4769,5.4748,3.3032,5.8207,6.7578,3.0157,1.8936,3.7273,3.4204,4.0803,1.5403,2.0594,2.4978,3.4731,5.1677,2.7242,2.147,2.7245,2.6333,3.1915,1.2402,3.5021,2.0987,2.6135,7.0977
198010,3.4297,5.2897,5.7765,4.9745,6.0162,2.137,1.8409,4.3839,2.9477,4.7485,3.2964,1.6349,2.5313,2.6171,2.156,0.799,-1.1351,-0.9687,1.7451,2.3283,0.2057,2.2859,0.3681,1.4152,0.781
198011,4.1498,5.1481,6.6731,4.7748,8.4452,6.6091,3.664,5.3964,7.2658,11.0579,4.2659,1.5324,2.9651,7.6725,9.0915,5.7208,4.3338,6.2048,9.1002,11.8461,6.7349,9.6694,6.8808,9.0964,14.701
198012,-3.7005,-2.733,-3.4695,-3.6976,-5.7396,-4.1748,-1.3357,-0.5433,-1.9447,-4.5084,0.2637,0.549,-1.1065,-2.9917,-3.7392,-2.9398,-0.652,-0.818,0.1914,-4.0445,1.277,-2.7704,1.2179,-0.5377,-2.2648
198101,2.2331,2.2867,4.4062,1.2001,0.0218,1.8851,2.4364,0.3201,-1.3954,-2.3957,0.6701,1.8502,2.1012,-1.7897,-2.9814,-0.1516,0.3759,-0.6657,-2.4763,-4.9231,-1.9413,-2.1343,-2.478,-4.3138,-7.7442
198102,1.4769,1.1503,0.6631,-0.0651,-1.7902,1.6296,3.6785,2.7036,1.0835,0.8801,2.5196,2.3473,3.3404,1.8943,0.3598,3.3095,2.9446,2.1578,2.7679,0.4265,1.3537,1.8923,3.127,1.4782,0.2935
198103,7.8095,7.601,7.5725,10.1788,8.1196,6.0556,8.1048,6.4724,8.6468,9.2576,5.3199,7.7926,6.8372,8.3531,9.9339,9.9491,7.2434,7.4196,7.8515,8.9647,14.069,5.6589,5.5786,4.8835,4.0243
198104,4.1683,3.3542,4.0887,4.8035,5.2243,2.1902,4.1614,3.8529,2.1232,1.5743,1.2848,3.6465,0.4564,2.5606,2.9781,-1.2178,2.0307,-0.7407,0.0603,1.3813,-2.0073,-1.2538,-1.0559,-0.2925,-1.9324
198105,3.623,3.4365,4.7609,4.6701,4.3592,1.1438,1.7991,2.6798,1.8206,4.5357,4.1094,0.7728,2.2997,1.5206,3.8612,0.9102,1.8142,1.9842,2.2831,3.7172,-0.4837,0.173,1.4011,0.9748,1.0344
198106,0.8173,1.8113,1.2349,-0.9694,-1.672,-0.8887,0.9049,0.9883,-2.5884,-4.1053,-1.0134,1.5841,0.5787,0.4556,-4.7383,-0.6031,2.1459,0.1035,-0.4852,-4.4789,-1.8688,0.8124,-0.1418,-0.9833,-3.6302
198107,-2.2385,-1.7411,-1.869,-2.9578,-3.8034,-1.3728,-1.7766,-1.8542,-1.8052,-2.6275,-1.7681,-1.3886,-2.6547,-2.2441,-1.2756,-3.4321,-2.2065,-0.8333,-2.9304,1.5711,-2.3091,-2.149,-2.0161,0.3246,2.5889
198108,-8.235,-6.1977,-6.6709,-6.0149,-10.694,-7.8016,-5.1627,-6.5708,-6.2809,-10.7485,-7.0758,-3.6301,-5.7558,-5.3373,-7.8064,-6.9213,-3.7275,-3.6014,-4.4973,-8.3965,-5.7402,-5.1141,-4.7886,-6.1595,-7.6829
198109,-8.1039,-7.9079,-9.0438,-8.6032,-12.2943,-9.417,-3.8017,-5.467,-6.6107,-10.0061,-6.5916,-5.4896,-3.7173,-5.4124,-8.2988,-6.6429,-4.9144,-5.1908,-6.4027,-8.5822,-2.4148,-4.9577,-4.274,-4.6659,-8.1887
198110,5.4823,6.5761,7.0532,8.0069,8.7453,9.7569,6.6295,7.883,7.7277,9.0302,6.7809,8.6861,4.7346,6.7444,9.015,4.0589,4.4166,6.2008,6.5433,9.2191,4.8562,3.7433,6.0909,6.7491,11.9338
198111,0.1941,2.6022,1.2682,2.3286,-0.3837,2.833,5.9398,4.7307,4.1748,3.4025,1.9403,3.5369,5.153,3.0286,1.4712,4.0734,4.9632,5.2139,4.7713,4.9177,6.2567,4.6124,4.901,2.8417,4.1721
198112,-1.8565,-0.4793,-1.698,-1.9674,-3.7554,-1.7047,-1.6107,-0.6911,-0.4345,-2.9063,-0.7511,-1.2505,-0.7938,-1.9407,-2.8735,-1.4218,-1.2322,-2.5674,-1.4795,-4.751,-1.3032,-2.0585,-2.5117,-2.9871,-4.1048
198201,0.1451,-0.3028,0.2059,-0.8741,-1.8958,-2.739,-2.9399,-3.1334,-3.3063,-4.3973,-2.7188,-0.8416,-3.8182,-2.6799,-6.8573,-3.615,-2.2049,-3.7412,-3.1598,-6.6107,-0.7617,-1.7694,-2.1385,-1.6038,-4.0811
198202,-2.09,-1.8546,-2.0993,-3.266,-6.0469,-4.0922,-3.5979,-2.4207,-4.3164,-7.3328,-4.1312,-0.501,-1.935,-2.9057,-7.7527,-3.2175,-3.1105,-1.6538,-2.5598,-7.4994,-2.1016,-2.397,-2.0019,-5.3834,-10.6219
198203,-0.5463,1.5042,-2.0766,-2.1323,-1.885,-0.8037,1.3276,0.6303,-0.9266,-3.627,0.7971,1.9113,1.197,-1.5739,-2.3299,0.6355,-0.4664,-0.2096,-0.7463,-3.8537,0.8376,-0.4911,-0.2317,-0.4251,-3.6872
198204,5.1352,5.3782,5.0404,5.6666,7.039,6.502,5.1019,3.9445,4.6309,7.0232,5.5481,4.8001,3.7021,7.1213,5.5754,5.7064,4.4862,3.9825,4.8433,6.1175,8.0901,5.2531,4.1565,4.3198,5.4624
198205,-1.2406,-0.7729,-0.8947,-0.2296,-2.2836,-3.1562,-1.2501,-2.559,-3.0407,-3.7199,-5.3252,-0.9694,-2.3075,-1.9927,-4.2957,-3.18,-4.4234,-3.7838,-3.6168,-5.1239,-4.8456,-2.2649,-4.5597,-4.9216,-4.788
198206,-2.7569,-1.3755,-2.565,-2.4958,-4.8907,-1.7586,-1.5979,-1.4386,-2.5922,-5.1758,-3.096,-0.8633,-2.5262,-3.2491,-4.6815,1.1189,-0.4132,-1.7159,-3.8512,-4.8431,-1.5916,-1.5381,-0.2642,-1.942,-5.3551
198207,0.2235,-0.5209,-0.099,-0.2622,-3.5215,-1.2212,-0.8303,0.6584,0.1931,-3.7344,-1.1991,-0.5333,-1.8821,-1.5779,-2.3346,-3.537,-1.576,-2.5202,-0.7484,-4.8784,-1.02,0.1646,-3.0251,-2.3023,-5.5321
198208,4.0973,4.402,4.8772,3.6368,4.3489,11.5048,9.2382,7.6287,9.2246,7.2349,9.7822,11.0436,9.4229,11.9797,12.2814,14.2029,12.9366,10.7699,11.7324,11.8476,13.9226,11.2093,13.0199,11.7637,15.117
198209,3.7032,3.9497,4.2022,5.2875,0.6652,2.9986,5.7794,5.7954,4.3925,1.1185,3.7783,4.3173,3.5872,5.0108,3.262,2.3946,3.5861,3.2096,3.7507,1.6446,0.2572,2.0525,1.9623,0.5532,0.9686
198210,13.064,11.0939,13.0534,11.6036,14.3964,12.32,11.5679,13.0289,12.6312,16.0747,15.231,12.0129,11.9571,13.2206,15.1972,14.121,15.3396,12.9623,11.9474,15.962,16.0937,10.6426,11.2702,11.8303,14.748
198211,12.502,10.8127,8.5938,11.3937,10.2703,10.5898,8.2815,8.0706,7.9125,6.3792,8.708,5.6223,7.4772,8.2824,8.3606,5.0681,6.128,6.2544,6.6463,7.2246,6.9748,2.7228,3.4096,3.7566,5.9358
198212,3.1549,3.5007,2.2749,2.2051,4.3529,0.8963,2.7266,0.1206,2.7263,0.4186,0.9518,3.7616,-0.2293,0.4426,0.0902,4.3043,0.444,1.0454,1.2015,1.2611,0.0185,1.6796,0.3621,2.3165,0.4861
198301,15.1431,10.8233,10.5566,12.7287,16.251,9.1968,5.1064,4.2973,5.5626,8.0864,4.8601,4.6501,3.4887,2.2699,7.2253,3.8821,2.2942,3.0187,3.1844,4.6706,5.4158,2.282,3.05,2.6031,2.5304
198302,9.3613,6.7727,6.6804,7.4793,3.9103,7.9891,7.0826,5.9632,4.5999,2.8109,6.4575,4.6309,6.217,4.8958,3.2833,0.8999,4.5369,5.0161,5.9549,1.4503,2.8569,2.6269,4.1902,3.7502,1.4336
198303,7.7829,6.2448,7.5382,5.4421,4.832,5.6453,4.9235,6.5619,4.9952,1.6354,8.1038,6.5501,4.564,3.6952,2.5095,3.581,4.7404,6.9413,2.8306,1.2524,3.9161,5.3697,3.5592,3.3531,4.2665
198304,8.827,8.2929,8.8173,6.8259,8.1636,8.8102,6.1287,8.9274,9.8886,7.9812,8.2783,6.6778,5.1486,6.6149,5.9089,8.9851,6.1087,4.9169,6.3265,5.5547,8.0555,7.3713,6.1691,6.3666,5.8382
198305,12.0724,9.8881,10.2666,11.2709,13.8652,6.7265,5.5738,3.065,5.3667,9.2339,4.2524,2.9531,4.4197,2.2418,6.3619,5.1334,3.3987,2.247,2.9013,6.1412,-1.9529,-1.512,0.7362,1.3664,4.8395
198306,7.4006,5.7709,4.0046,4.7042,4.577,5.9987,4.4597,3.241,3.1716,5.0346,3.2354,3.7907,4.2525,4.0453,3.6192,1.1912,0.2289,3.1792,4.3877,7.0673,4.0653,0.7789,1.9954,3.525,5.2027
198307,-0.5804,-1.3378,-0.4347,-1.1476,-2.5313,-1.1676,-2.1333,-0.8106,-2.7512,-4.4274,-1.9014,-0.9111,-0.0205,-2.456,-2.5063,-3.631,-2.9925,-1.133,-2.4719,-4.0389,-0.5925,-1.8656,-3.5199,-3.9255,-6.0875
198308,-4.5909,-3.5413,-3.3646,-2.9289,-5.0711,-3.5518,-1.8749,-3.0193,-2.1595,-3.997,-1.1365,-2.2724,-1.7385,-1.9798,-3.1194,1.7746,0.498,-0.6349,0.7127,-2.3323,-0.6812,2.2843,1.0774,1.0016,-1.3663
198309,-1.7524,-0.6013,0.5229,0.5152,-2.1497,2.5262,3.1168,2.4926,4.5914,1.2319,4.4848,5.1402,4.1491,3.3189,3.2636,1.8251,3.7661,3.1859,3.2415,2.7472,5.2881,2.0632,1.9264,2.5295,0.3964
198310,-5.5313,-5.1139,-5.7195,-6.3936,-7.3853,-4.7116,-4.9147,-4.1614,-4.7819,-9.0256,-1.9552,-2.9003,-4.7952,-3.045,-6.326,-2.1234,-1.7974,-1.9423,-3.5412,-7.0385,-1.5628,-1.1863,-0.0961,-1.4863,-4.7527
198311,2.4015,3.834,5.1445,3.3471,0.5841,7.6977,6.0719,5.3925,5.4526,4.4122,4.8732,4.4582,4.9524,6.3152,4.8775,8.4621,5.7317,4.0398,2.4072,5.559,1.9482,4.2863,3.3193,0.9318,2.2177
198312,-1.9416,-2.4369,-1.0332,-0.4436,-4.1777,-0.3482,-0.6074,-0.7035,-0.6735,-2.305,0.0649,-0.5602,-1.3381,-2.1839,-2.2415,-0.0879,-2.1971,-1.9413,-1.182,-3.4567,1.1705,-0.4589,-0.4399,-2.4167,0.4714
198401,2.9339,2.1493,1.9834,0.4023,1.9216,-0.0409,-0.5648,-0.167,-0.8877,-3.7225,-1.0824,-3.3659,-0.9024,-4.7097,-4.3597,-3.9771,-2.4399,-1.0729,-3.13,-5.0466,-0.0482,-1.2593,0.7919,-1.302,-2.604
198402,-5.5215,-6.1494,-4.3621,-5.4104,-6.713,-5.5531,-4.8469,-5.8572,-4.2299,-5.8506,-9.1102,-4.3372,-4.1912,-4.6169,-6.2561,-5.6299,-5.5933,-3.3464,-4.0782,-7.1733,-6.6948,-3.9475,-4.169,-4.0266,-6.4341
198403,1.4834,1.4194,0.1857,0.5249,0.0964,1.9122,0.5868,-0.0713,0.7931,0.6505,3.9694,0.8234,1.6202,2.0682,0.1614,1.4279,3.6251,1.6439,1.969,-0.1548,5.3951,3.0654,2.0075,1.6238,1.0421
198404,-3.0253,-0.7751,-1.7396,-2.4811,-4.8978,-0.9506,-0.2765,0.1376,1.1287,-2.1089,-0.4524,-0.8011,-0.213,0.3091,0.8815,-2.5675,-1.1606,-0.9963,-0.9249,-2.0019,-3.1004,1.0749,1.6615,-0.3535,0.1119
198405,-4.8714,-4.0525,-3.3374,-2.6078,-5.4683,-6.8794,-3.9639,-4.3652,-3.5653,-6.829,-5.8446,-5.1858,-3.376,-5.6879,-6.0801,-9.3793,-5.3039,-3.7676,-4.205,-3.2967,-3.062,-7.5363,-5.96,-4.3932,-4.0389
198406,1.6731,2.5918,1.5975,0.6722,-0.1023,3.1481,1.1581,4.7167,3.2411,1.7599,1.8708,3.7447,2.6123,4.8342,3.9282,2.8135,2.0159,3.3698,3.7868,4.2183,2.6417,3.5302,3.4178,2.8612,1.7846
198407,-6.6185,-4.8141,-1.9338,-3.8025,-6.7698,-6.4208,-5.1607,-3.3051,-1.1999,-4.9023,-3.4701,-3.8699,-2.4529,-0.3372,-4.0227,-7.0627,-3.3324,-2.0178,-3.0846,-3.369,-5.9223,-2.115,-0.3029,0.0527,-1.6974
198408,6.7988,7.4018,7.113,8.9122,8.9024,13.8308,11.0691,9.8011,11.5155,14.1352,14.5053,10.0227,11.0818,11.9279,14.3786,13.1643,12.8617,11.8596,11.4611,11.7142,13.088,11.6385,10.6828,9.6249,14.1519
198409,-0.0698,-0.6402,1.0178,0.8151,-1.0528,0.891,0.3919,1.5082,0.9557,-3.2891,0.9675,2.1119,1.556,2.5172,-2.4447,-0.8858,1.9347,0.5904,1.7559,-1.4704,-1.8583,0.1039,1.463,0.2606,-2.8883
198410,-5.3324,-2.4434,-1.5026,-2.7027,-3.0739,-1.8027,-0.5177,-0.8368,0.4299,-2.0292,-2.9364,-1.6412,0.9565,1.1827,-0.6472,-2.1543,0.1286,0.4793,0.4996,0.0183,-0.5684,0.3703,2.1075,2.0872,-0.0935
198411,-5.9535,-3.0947,-2.3627,-3.806,-5.0698,-2.1359,-1.2111,-0.5953,-0.913,-3.5883,-0.0368,2.3089,0.9838,0.4584,-3.9058,-0.2149,-0.3783,0.2538,-0.5707,-3.3209,-0.4944,0.1399,-0.1566,0.1309,-3.2205
198412,-0.4848,-0.353,0.3852,0.8308,-0.1381,1.8321,0.2739,3.7252,2.4614,2.7456,1.165,1.4471,1.5603,5.2122,3.6014,1.1539,2.8206,2.4927,2.9837,3.6302,-0.7989,3.0664,3.0166,3.984,2.8835
198501,11.5243,13.3205,9.6451,12.9483,16.0316,10.6165,10.1798,10.9607,11.5535,15.3674,10.5903,8.3092,10.6254,8.1645,14.4226,10.1171,8.7298,9.025,9.5117,13.3924,9.6755,5.1658,6.1994,7.706,10.8954
198502,7.3488,6.7534,4.225,5.0454,5.3388,1.2025,1.8923,2.22,3.1748,2.6253,0.7739,1.3926,0.6721,2.0633,0.8155,2.0262,0.8376,1.0489,2.4886,1.721,2.4928,2.0527,2.5644,1.7891,1.4626
198503,-0.4114,-0.7715,0.9501,-2.4581,-2.8139,-3.2264,-0.134,-0.5495,-0.9786,-3.7496,-0.9618,0.8033,-0.016,-0.2417,-3.0983,0.3468,1.3668,-0.3345,0.2959,-2.2931,1.9671,1.7327,0.9466,1.4268,-1.4237
198504,-2.131,0.1448,0.2115,-1.3335,-2.6972,-3.2168,-0.4019,-0.1792,-0.1149,-2.6734,-0.4881,0.3862,1.1589,-0.6073,-1.2952,-3.628,-0.0874,-0.3401,-0.0863,-1.5763,-0.1925,-0.3056,-0.164,-0.3345,-2.2523
198505,-0.3731,3.5834,3.0461,0.5517,1.578,2.8467,3.4301,3.3749,4.6572,3.7634,2.6277,3.2228,3.6584,4.9792,6.413,2.4941,5.7538,7.0544,6.228,5.3373,4.9706,6.2684,7.3523,8.8679,6.5641
198506,-1.1501,0.188,12.1919,0.7591,-0.9091,2.026,1.4183,2.9961,1.9615,1.1777,0.3015,1.4919,2.0251,2.9997,2.6753,-0.9627,2.6795,1.887,2.2694,2.1525,1.8806,0.6246,2.1707,3.1268,2.5995
198507,1.9765,2.8994,1.2691,0.6934,2.4275,2.1116,2.243,2.4834,3.5763,3.3307,4.7112,1.2542,1.059,2.0535,0.8289,1.6427,0.3345,-0.3271,-0.6087,-0.3729,-0.4932,-0.9019,-0.8222,-2.7732,-0.5108
198508,-0.5088,0.2559,-1.9387,-0.6774,-1.3308,-0.3618,0.5126,2.606,-0.1505,-2.6872,-0.2109,-0.9559,1.1278,0.1803,-3.3693,0.5095,2.0387,-0.7682,-0.2205,-1.7113,0.5887,0.157,-0.1556,-0.3446,-1.4134
198509,-6.3702,-5.6093,-3.4985,-3.9237,-7.6077,-6.2618,-4.593,-4.0656,-4.7093,-7.1502,-3.0079,-3.9884,-4.1423,-4.1446,-7.2123,-2.5764,-4.2368,-4.6215,-5.2008,-7.1592,-2.7669,-2.436,-3.1532,-5.9321,-4.7585
198510,-1.0526,2.2158,0.5344,2.0911,0.8745,4.0679,2.9358,5.105,4.984,2.9645,3.2315,2.9544,3.9123,5.2763,4.279,4.2485,6.4336,5.4433,5.3589,4.8468,2.6479,5.4979,6.375,6.7538,5.1637
198511,3.6302,4.0561,4.1197,5.866,4.746,6.3291,6.8137,8.7163,7.0177,9.0532,4.4729,6.5755,6.6336,6.5636,8.8401,5.2913,4.3475,7.1149,8.4133,8.6312,7.6923,6.5711,7.7104,6.9219,7.6448
198512,-0.4088,2.5158,3.5028,2.0954,3.1847,0.8764,4.4272,3.7248,4.5221,6.3652,3.8163,4.4689,3.9424,5.914,3.7455,1.9722,5.6147,4.4908,5.1242,3.5703,4.3135,3.6891,4.5234,4.6705,4.1749
198601,7.3246,3.1677,3.2349,4.3764,5.5757,-0.5895,2.3427,1.792,-0.1408,1.2008,0.4706,1.2822,3.0967,3.407,1.5808,-0.0174,1.9074,1.7085,2.2774,1.0069,-0.1747,1.5985,2.3224,2.3392,2.1188
198602,4.5283,4.7264,4.9474,7.3527,5.0619,1.6069,6.4228,7.8812,8.3097,8.1924,6.3348,7.6291,8.1702,7.3316,7.3598,4.3788,8.5238,7.3516,8.1857,8.6754,9.2987,7.091,9.9547,9.2317,7.9885
198603,5.3272,5.1638,5.9116,4.8594,4.3706,8.3205,6.8297,4.4217,6.0816,3.6322,7.0015,6.0542,5.8119,4.3571,5.1647,3.3332,5.928,4.5742,6.9891,4.6466,5.2683,4.4241,5.9898,6.0794,3.4912
198604,1.5834,2.252,2.6302,0.8313,2.1067,1.4328,0.5498,1.2169,1.2637,0.9579,0.3663,-0.7935,0.4867,3.3405,1.3961,-3.2155,-3.0334,-1.1021,-1.3123,2.1411,0.3904,-1.2301,-2.8894,-2.8705,-2.9473
198605,2.5224,3.1595,2.3724,4.5336,3.3611,2.945,3.524,3.1741,3.7403,3.2227,1.7767,5.6835,5.5328,5.8673,3.4633,6.3052,5.4212,4.9685,3.9846,5.615,6.0868,6.4314,5.569,5.1754,5.7173
198606,0.6081,2.5895,2.355,-0.0749,-0.5471,-0.0076,0.374,2.5217,0.9609,-0.7853,-1.51,0.2846,1.254,1.9811,-1.0658,-1.0801,2.4868,1.0466,3.9022,-1.8543,1.4321,1.7694,2.8791,1.9972,-2.8126
198607,-7.7677,-5.016,-6.6587,-7.565,-9.4269,-10.8793,-6.9098,-7.8904,-8.4013,-10.6789,-11.4419,-7.0718,-5.7169,-6.5293,-9.6804,-8.686,-4.8086,-6.161,-5.7651,-8.0319,-10.9963,-3.0496,-4.0411,-3.856,-7.385
198608,0.6958,0.2118,1.9894,0.2896,-0.1784,4.5764,4.1777,5.9146,3.9142,2.6527,8.7239,5.9886,5.2739,4.4919,4.3039,11.8648,8.5818,8.0691,6.0206,4.8766,11.7322,8.0535,7.564,5.6603,5.8541
198609,-5.1256,-4.26,-4.3506,-6.527,-7.1449,-4.1667,-4.3602,-4.6317,-7.1442,-8.2011,-5.472,-5.6743,-6.3387,-6.4381,-7.1516,-2.9042,-5.3452,-7.8465,-8.4019,-8.444,-3.464,-6.9768,-9.4829,-10.7377,-10.0062
198610,1.2221,2.311,3.8944,2.5478,0.5381,5.0168,4.1695,2.7173,4.5477,5.6192,2.6938,3.4211,3.2262,2.2469,4.4429,6.1303,6.1376,5.3609,5.2161,6.1391,5.5972,7.5485,6.1051,7.5922,6.3624
198611,-0.9922,-0.3806,-1.1858,-0.6236,-1.5025,-0.099,-0.1367,0.7067,0.2511,-0.3343,2.1159,0.6696,0.4687,0.2388,-1.0916,0.8979,0.659,0.2267,1.7082,0.8252,2.1992,1.9875,2.5413,0.9553,0.8592
198612,-3.7219,-2.4085,-3.264,-3.2743,-5.0756,-2.0733,-1.7294,-2,-0.9053,-3.7421,-2.9277,-2.1829,-2.6377,-1.3879,-2.7111,-4.9847,-2.4028,-3.2352,-2.872,-3.0654,-1.7525,-3.6025,-3.9633,-2.3762,-3.0841
198701,13.6136,10.5677,9.513,11.0821,11.3542,13.5328,11.0064,10.9211,13.1614,11.7669,14.2217,10.2212,9.5584,10.6608,13.1148,15.2366,11.921,12.798,11.3188,12.5593,14.2062,12.6534,13.166,12.4055,13.3344
198702,10.3678,7.2801,8.2286,6.9693,7.6388,8.4777,5.5593,6.5062,7.0996,8.6141,8.8189,5.1661,6.5982,5.9227,7.4608,6.1525,2.9309,3.6033,6.1649,8.9566,3.5981,1.321,4.3226,5.9543,7.3726
198703,6.1063,3.7424,3.7104,2.7888,4.0001,4.7436,2.1684,1.3593,2.8371,0.4871,4.7932,2.0017,2.3087,-0.0589,0.3753,2.6665,2.4043,1.6748,0.3569,-0.3491,7.3068,3.5064,0.2671,0.2357,-0.3265
198704,0.5479,-1.352,-2.394,-1.4276,-2.5298,-2.2482,-3.124,-3.4864,-4.8549,-3.9274,0.0085,-1.4292,-3.4742,-3.7808,-4.5275,0.8786,-1.1073,-2.5731,-3.2018,-4.0394,-2.2726,-0.938,-2.3612,-3.2632,-3.232
198705,2.3661,1.7284,-0.3793,0.2857,-0.189,1.4614,0.4409,0.1689,-0.6598,-0.9038,2.1637,-0.4586,-0.5622,-0.434,0.5122,2.3863,0.4226,-0.4693,-0.1862,1.5104,1.7367,0.7922,0.2946,0.4325,0.1258
198706,1.3612,4.5835,2.8651,2.1122,1.4842,3.5859,1.5157,2.1241,4.3241,3.3757,1.0356,5.7382,4.2959,3.5654,3.707,4.2674,4.2502,3.9226,4.683,4.1902,6.5515,4.4773,6.3175,5.9236,4.7669
198707,6.5571,3.0939,2.6881,2.3097,1.9478,5.6064,1.0627,5.0269,4.0503,2.2763,8.5671,5.2398,4.4753,2.9772,2.6412,7.059,5.5135,3.6295,4.3824,3.3841,7.0509,5.1445,3.0856,4.9348,4.6384
198708,-0.994,0.8649,1.7424,2.524,0.9925,0.5128,6.0083,2.599,3.0514,3.8308,1.4914,1.8527,4.0505,4.4599,5.4393,3.829,3.8282,3.3529,4.664,3.6541,1.4245,3.5013,3.3861,4.7764,4.6244
198709,-0.1684,0.1227,-0.4775,-1.1848,-2.4329,-2.1813,-1.5465,-0.4256,-2.6008,-2.0901,-0.021,-1.0416,-2.2378,-2.7579,-3.6962,-0.7174,-1.1599,-2.8327,-0.5951,-2.6182,-1.3298,0.6655,-2.225,-2.6697,-3.9921
198710,-28.6061,-26.4314,-27.903,-29.1156,-32.0553,-30.6349,-26.6919,-24.6536,-29.151,-34.7514,-26.7952,-26.3972,-23.0965,-26.1629,-30.4956,-29.3319,-19.3367,-22.5594,-25.649,-27.9251,-22.9274,-18.8318,-19.3164,-21.7823,-23.9973
198711,-5.902,-3.7426,-3.2028,-4.0313,-8.8428,-6.1282,-2.4459,-2.4863,-3.4893,-9.0677,-1.6676,-2.9928,-3.8991,-4.8381,-5.5937,-7.213,-4.4484,-5.7853,-4.9103,-5.2591,-7.9058,-5.2899,-7.3804,-7.8508,-9.4886
198712,-0.6537,1.8795,4.5602,2.9552,0.4976,4.9822,9.5939,6.8398,9.625,10.117,4.475,8.3967,7.5708,9.2905,10.9911,6.6477,5.7038,7.8957,12.2111,9.9716,9.9892,5.7955,7.6619,7.3504,10.9645
198801,10.1766,8.1625,6.6343,8.4276,10.0069,7.168,5.0798,5.2111,4.9843,4.0636,9.2375,4.8499,4.8937,4.5839,3.0653,3.3247,5.6549,6.2212,3.3386,4.0722,4.6398,6.3931,6.9967,6.6414,4.2575
198802,6.5427,5.868,6.8958,5.6845,6.2702,9.0122,10.141,8.5392,9.7693,8.6934,6.9538,8.1241,8.9769,9.3156,8.274,8.8304,7.9682,5.7696,7.3566,10.3209,6.0734,4.9641,3.5008,4.3267,6.9748
198803,5.0587,6.4756,4.8256,5.2127,4.6435,4.6413,4.5641,5.1864,3.0372,2.3673,5.647,-0.1456,1.2538,0.6571,2.0793,0.8885,-0.27,1.546,0.916,0.4473,-0.2237,-2.3299,-3.1745,-3.4919,-3.3256
198804,3.2293,0.9799,0.8285,1.4788,1.2816,2.726,3.6078,2.7237,1.4618,2.125,1.1767,2.0877,1.6429,-0.2591,-0.8177,1.6636,0.0738,1.9707,-0.1604,-1.535,1.7726,0.8511,-0.3892,0.34,0.1022
198805,-1.3529,-0.072,-1.9745,-2.0683,-3.0715,-2.866,-1.5449,-2.0056,-2.9396,-4.0114,0.2067,-0.8371,1.2881,-1.9551,-1.7461,0.1775,0.4249,0.0957,-0.4381,-0.6498,0.1091,0.8831,1.7163,0.48,-0.6795
198806,3.2392,4.4844,6.2426,4.3522,5.0461,6.9758,8.0527,8.2951,10.2208,7.5217,4.0344,5.0765,6.6776,8.4929,7.0935,6.9235,5.2611,7.3611,7.6476,9.4838,1.2437,3.9072,6.1801,4.3312,7.6414
198807,1.1938,-0.3935,-0.2363,0.5631,-0.1889,0.3586,-0.0911,-0.441,-0.0401,-2.6752,-1.0468,-1.1834,-1.1416,-1.7398,-2.8164,-1.2677,-1.7033,-0.5776,-2.0589,-3.7616,-0.5966,0.1005,-0.9045,-0.8622,-2.5494
198808,-1.8016,-1.1409,-2.1434,-1.4924,-3.3738,-2.4882,-0.6411,-1.9627,-3.2683,-4.514,-1.8266,-1.0688,-1.3352,-3.0554,-4.0989,-0.1001,-0.9452,-1.294,-3.6141,-3.2847,-2.2584,-2.3739,-1.2096,-2.7395,-4.022
